trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_VJA_089,06:09:00,06:10:00,100128,4
TRIP_VJA_090,06:00:00,06:01:00,100129,1
TRIP_VJA_090,06:03:00,06:04:00,100130,2
TRIP_VJA_091,06:00:00,06:01:00,100129,1
TRIP_VJA_091,06:03:00,06:04:00,100131,2
TRIP_VJA_091,06:06:00,06:07:00,100132,3
TRIP_VJA_092,06:00:00,06:01:00,100129,1
TRIP_VJA_092,06:03:00,06:04:00,100082,2
TRIP_VJA_092,06:06:00,06:07:00,100133,3
TRIP_VJA_092,06:09:00,06:10:00,100134,4
TRIP_VJA_093,06:00:00,06:01:00,100135,1
TRIP_VJA_093,06:03:00,06:04:00,100129,2
TRIP_VJA_093,06:06:00,06:07:00,100136,3
TRIP_VJA_094,06:00:00,06:01:00,100135,1
TRIP_VJA_094,06:03:00,06:04:00,100137,2
TRIP_VJA_094,06:06:00,06:07:00,100136,3
TRIP_VJA_094,06:09:00,06:10:00,100138,4
TRIP_VJA_094,06:12:00,06:13:00,100129,5
TRIP_VJA_095,06:00:00,06:01:00,100038,1
TRIP_VJA_095,06:03:00,06:04:00,100139,2
TRIP_VJA_096,06:00:00,06:01:00,100129,1
TRIP_VJA_096,06:03:00,06:04:00,100138,2
TRIP_VJA_097,06:00:00,06:01:00,100004,1
TRIP_VJA_097,06:03:00,06:04:00,100140,2
TRIP_VJA_097,06:06:00,06:07:00,100141,3
TRIP_VJA_097,06:09:00,06:10:00,100071,4
TRIP_VJA_097,06:12:00,06:13:00,100007,5
TRIP_VJA_097,06:15:00,06:16:00,100011,6
TRIP_VJA_097,06:18:00,06:19:00,100014,7
